Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_015634	14954	22	0.00	22	1.00	0	0.00	0	0.00	0.00	1
NC_016023	14954	14	0.00	14	1.00	0	0.00	0	0.00	0.00	1
NC_009848	14954	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_013791	14954	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NC_016784	14954	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_014551	14954	16	0.00	16	1.00	0	0.00	0	0.00	0.00	1
NC_009725	14954	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_014976	14954	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_014479	14954	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_000964	14954	29	0.00	29	1.00	0	0.00	0	0.00	0.00	1
NC_017061	14954	2	0.00	0	0.00	2	0.00	0	0.00	0.00	2
NC_006322	14954	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_014639	14954	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_002570	14954	0	0.00	0	0.00NC_016047	1790	0	0.00	NC_016047	14954	6	0.00	6	1.0NC_006270	1790	0	0.00	0NC_006270	14954	0	0.00	0	0.NC_006582	1790	0	0.00	0	NC_006582	14954	0	0.00	0	0NC_014829	1790	0	0.00	0	0NC_014829	14954	6	0.00	6	NC_014103	1790	0	0.00	0	0.NC_014103	14954	13	0.00	NC_014019	1790	0	0.00	0	0.00	NC_014019	14954	29	0.NC_017138	1790	0	0.00	0	0.00	0	0NC_017138	14954	12NC_017188	1790	0	0.00	0	0.00	0	0.00NC_017188	14954NC_017190	1790	0	0.00	0	0.00	0	0.00	NC_017190	1495NC_017191	1790	0	0.00	0	0.00	0	0.00	0NC_017191	149NC_017195	1790	0	0.00	0	0.00	0	0.00	0	NC_017195	14NC_017196	1790	0	0.00	0	0.00	0	0.00	0	0NC_017196	1NC_017743	1790	0	0.00	0	0.00	0	0.00	0	0.00NC_01774NC_017912	1790	0	0.00	0	0.00	0	0.00	0	0.00	NC_0179NC_018520	1790	0	0.00	0	0.00	0	0.00	0	0.00	0NC_018NC_019842	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.NC_01NC_020272	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	NCNC_020244	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0NNC_019896	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_020410	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_020832	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_020507	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_021171	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_021362	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_022075	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
