Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_015634	14954	16	0.00	8	0.50	8	0.00	0	0.00	0.00	2
NC_016023	14954	15	0.00	1	0.07	14	0.00	0	0.00	0.00	5
NC_009848	14954	16	0.00	16	1.00	0	0.00	0	0.00	0.00	1
NC_013791	14954	24	0.00	18	0.75	6	0.00	0	0.00	0.00	3
NC_009725	14954	21	0.00	21	1.00	0	0.00	0	0.00	0.00	1
NC_014551	14954	9	0.00	9	1.00	0	0.00	0	0.00	0.00	1
NC_014479	14954	22	0.00	22	1.00	0	0.00	0	0.00	0.00	1
NC_016784	14954	31	0.00	31	1.00	0	0.00	0	0.00	0.00	1
NC_014976	14954	27	0.00	27	1.00	0	0.00	0	0.00	0.00	1
NC_006270	14954	30	0.00	25	0.83	5	0.00	0	0.00	0.00	2
NC_016047	14954	22	0.00	22	1.00	0	0.00	0	0.00	0.00	1
NC_000964	14954	7	0.00	7	1.00	0	0.00	0	0.00	0.00	1
NC_014639	14954	42	0.00	42	1.00	0	0.00	0	0.00	0.00	1
NC_006322	14954	35	0.00	35	1.00	0	0.00	0	0.00	0.00	1
NC_017061	14954	40	0.00	28	0.70	12	0.00	0	0.00	0.00	2
NC_002570	14954	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NC_006582	14954	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NC_014829	14954	26	0.00	26	1.00	0	0.00	0	0.00	0.00	1
NC_014103	14954	56	0.00	52	0.93	4	0.00	0	0.00	0.00	2
NC_014019	14954	88	0.01	84	0.95	4	0.00	0	0.01	0.00	2
NC_017188	14954	29	0.00	29	1.00	0	0.00	0	0.00	0.00	1
NC_017190	14954	33	0.00	32	0.97	1	0.00	0	0.00	0.00	2
NC_017191	14954	14	0.00	14	1.00	0	0.00	0	0.00	0.00	1
NC_017195	14954	16	0.00	16	1.00	0	0.00	0	0.00	0.00	1
NC_017138	14954	40	0.00	20	0.50	20	0.00	0	0.01	0.00	4
NC_017196	14954	41	0.00	41	1.00	0	0.00	0	0.00	0.00	1
NC_019842	14954	27	0.00	19	0.70	8	0.00	0	0.00	0.00	2
NC_020272	14954	38	0.00	25	0.66	13	0.00	0	0.00	0.00	2
NC_017743	14954	21	0.00	21	1.00	0	0.00	0	0.00	0.00	1
NC_020410	14954	15	0.00	1	0.07	14	0.00	0	0.00	0.00	3
NC_020244	14954	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NC_019896	14954	16	0.00	16	1.00	0	0.00	0	0.00	0.00	1
NC_017912	14954	36	0.00	30	0.83	6	0.00	0	0.00	0.00	2
NC_020832	14954	25	0.00	18	0.72	7	0.00	0	0.00	0.00	2
NC_018520	14954	41	0.00	20	0.49	21	0.00	0	0.00	0.00	2
NC_020507	14954	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NC_022081	14954	30	0.00	27	0.90	3	0.00	0	0.00	0.00	2
NC_022075	14954	11	0.00	11	1.00	0	0.00	0	0.00	0.00	1
NC_021362	14954	16	0.00	16	1.00	0	0.00	0	0.00	0.00	1
NC_021171	14954	28	0.00	15	0.54	13	0.00	0	0.00	0.00	2
NC_022653	14954	28	0.00	28	1.00	0	0.00	0	0.00	0.00	1
NZ_AP013294	14954	79	0.01	53	0.67	26	0.00	0	0.01	0.00	2
NC_022898	14954	16	0.00	16	1.00	0	0.00	0	0.00	0.00	1
NZ_AP014928	14954	20	0.00	17	0.85	3	0.00	0	0.00	0.00	2
NC_023073	14954	20	0.00	20	1.00	0	0.00	0	0.00	0.00	1
NC_022530	14954	7	0.00	4	0.57	3	0.00	0	0.00	0.00	4
NZ_AP012496	14954	24	0.00	24	1.00	0	0.00	0	0.00	0.00	1
NZ_CP003923	14954	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_022524	14954	48	0.00	48	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007739	14954	30	0.00	29	0.97	1	0.00	0	0.00	0.00	2
NZ_CP007244	14954	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007165	14954	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007173	14954	30	0.00	30	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007242	14954	36	0.00	36	1.00	0	0.00	0	0.00	0.00	1
NZ_CP006890	14954	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP007436	14954	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007409	14954	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007800	14954	24	0.00	24	1.00	0	0.00	0	0.00	0.00	1
NZ_CP008698	14954	18	0.00	15	0.83	3	0.00	0	0.00	0.00	2
NZ_CP007512	14954	14954	1.00	0	0.00	14954	1.00	31	59.17	56.00	713
NZ_CP008855	14954	54	0.00	21	0.39	33	0.00	0	0.01	0.00	3
NZ_CP009709	14954	7	0.00	5	0.71	2	0.00	0	0.00	0.00	2
NZ_CP009108	14954	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009748	14954	35	0.00	20	0.57	15	0.00	0	0.00	0.00	2
NZ_CP009679	14954	20	0.00	12	0.60	8	0.00	0	0.00	0.00	2
NZ_CP009611	14954	17	0.00	17	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009749	14954	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010075	14954	24	0.00	24	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009796	14954	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009938	14954	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010014	14954	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010406	14954	25	0.00	25	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010434	14954	24	0.00	24	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010052	14954	20	0.00	20	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010053	14954	35	0.00	35	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010314	14954	41	0.00	39	0.95	2	0.00	0	0.00	0.00	2
NZ_CP010525	14954	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009920	14954	53	0.00	36	0.68	17	0.00	0	0.00	0.00	2
NZ_CP010556	14954	19	0.00	19	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010524	14954	12	0.00	12	1.00	0	0.00	0	0.00	0.00	1
