Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_009674	14954	14882	1.00	306	0.02	14576	0.97	0	5.82	5.00	48
NC_007530	14954	14900	1.00	271	0.02	14629	0.98	0	6.05	6.00	66
NC_012659	14954	14831	0.99	271	0.02	14560	0.97	0	5.70	5.00	67
NC_014335	14954	14914	1.00	320	0.02	14594	0.98	0	6.04	6.00	70
NC_003997	14954	14841	0.99	366	0.02	14475	0.97	0	5.68	5.00	61
NC_012581	14954	14927	1.00	396	0.03	14531	0.97	0	5.74	5.00	46
NC_005945	14954	14907	1.00	275	0.02	14632	0.98	0	6.04	6.00	52
NC_005957	14954	14889	1.00	404	0.03	14485	0.97	0	6.05	6.00	89
NC_011969	14954	14931	1.00	260	0.02	14671	0.98	0	5.94	6.00	90
NC_012472	14954	14894	1.00	282	0.02	14612	0.98	0	5.91	5.00	73
NC_010184	14954	14913	1.00	225	0.02	14688	0.98	0	5.99	6.00	140
NC_011773	14954	14909	1.00	326	0.02	14583	0.98	0	5.88	5.00	56
NC_004722	14954	14887	1.00	329	0.02	14558	0.97	0	5.85	5.00	84
NC_006274	14954	14841	0.99	241	0.02	14600	0.98	0	5.96	5.00	57
NC_011658	14954	14909	1.00	321	0.02	14588	0.98	0	5.85	5.00	112
NC_014171	14954	14907	1.00	252	0.02	14655	0.98	0	6.10	6.00	70
NC_003909	14954	14893	1.00	290	0.02	14603	0.98	0	6.08	6.00	161
NC_011725	14954	14890	1.00	277	0.02	14613	0.98	0	5.86	5.00	85
NC_008600	14954	14897	1.00	297	0.02	14600	0.98	0	6.08	6.00	89
NC_011772	14954	14894	1.00	300	0.02	14594	0.98	0	6.05	6.00	87
NC_016771	14954	14921	1.00	235	0.02	14686	0.98	0	5.93	5.00	115
NC_016779	14954	14882	1.00	259	0.02	14623	0.98	0	5.96	5.00	70
NC_017729	14954	14895	1.00	342	0.02	14553	0.97	0	5.67	5.00	51
NC_018491	14954	14878	0.99	326	0.02	14552	0.97	0	5.88	5.00	112
NC_017200	14954	14883	1.00	292	0.02	14591	0.98	0	6.07	6.00	101
NC_022781	14954	14900	1.00	403	0.03	14497	0.97	0	5.91	6.00	78
NC_017208	14954	14914	1.00	304	0.02	14610	0.98	0	5.94	6.00	82
NC_018693	14954	14893	1.00	327	0.02	14566	0.97	0	5.89	6.00	127
NC_018508	14954	14866	0.99	298	0.02	14568	0.97	0	5.91	5.00	84
NC_018877	14954	14886	1.00	363	0.02	14523	0.97	0	5.81	5.00	91
NC_020376	14954	14884	1.00	412	0.03	14472	0.97	0	5.81	5.00	87
NC_020238	14954	14930	1.00	325	0.02	14605	0.98	0	5.88	5.00	62
NC_018500	14954	14937	1.00	306	0.02	14631	0.98	0	5.91	5.00	74
NZ_CP001970	14954	14908	1.00	319	0.02	14589	0.98	0	5.95	6.00	64
NZ_CP001974	14954	14859	0.99	362	0.02	14497	0.97	0	5.83	5.00	59
NZ_CP004858	14954	14893	1.00	313	0.02	14580	0.97	0	5.96	6.00	71
NZ_CP004870	14954	14901	1.00	269	0.02	14632	0.98	0	5.91	6.00	82
NZ_AP014864	14954	14888	1.00	307	0.02	14581	0.98	0	5.90	5.00	59
NC_022873	14954	14906	1.00	317	0.02	14589	0.98	0	5.89	6.00	92
NZ_CP006742	14954	14906	1.00	302	0.02	14604	0.98	0	5.71	5.00	52
NZ_CP007607	14954	14893	1.00	364	0.02	14529	0.97	0	5.87	5.00	67
NZ_CP007618	14954	14866	0.99	245	0.02	14621	0.98	0	5.79	5.00	63
NZ_CP007626	14954	14880	1.00	399	0.03	14481	0.97	0	5.69	5.00	106
NZ_CP007666	14954	14842	0.99	363	0.02	14479	0.97	0	5.81	5.00	65
NZ_CP008846	14954	14927	1.00	310	0.02	14617	0.98	0	5.97	6.00	66
NZ_CP009315	14954	14891	1.00	267	0.02	14624	0.98	0	6.03	6.00	48
NZ_CP009300	14954	14936	1.00	271	0.02	14665	0.98	0	6.13	6.00	93
NZ_CP009318	14954	14850	0.99	429	0.03	14421	0.96	0	5.82	5.00	82
NZ_CP009325	14954	14895	1.00	304	0.02	14591	0.98	0	5.89	5.00	66
NZ_CP009328	14954	14903	1.00	304	0.02	14599	0.98	0	5.90	5.00	58
NZ_CP009335	14954	14909	1.00	394	0.03	14515	0.97	0	5.77	5.00	83
NZ_CP009331	14954	14878	0.99	283	0.02	14595	0.98	0	5.83	5.00	54
NZ_CP009341	14954	14849	0.99	284	0.02	14565	0.97	0	5.74	5.00	65
NZ_CP009351	14954	14935	1.00	428	0.03	14507	0.97	0	5.77	5.00	87
NZ_CP009369	14954	14902	1.00	329	0.02	14573	0.97	0	5.90	5.00	113
NZ_CP009464	14954	14921	1.00	235	0.02	14686	0.98	0	5.86	5.00	70
NZ_CP009476	14954	14931	1.00	266	0.02	14665	0.98	0	5.95	5.00	60
NZ_CP009541	14954	14919	1.00	347	0.02	14572	0.97	0	5.93	6.00	55
NZ_CP009544	14954	14935	1.00	293	0.02	14642	0.98	0	5.81	5.00	55
NZ_CP009590	14954	14873	0.99	301	0.02	14572	0.97	0	5.89	5.00	112
NZ_CP009596	14954	14912	1.00	146	0.01	14766	0.99	0	5.92	5.00	74
NZ_CP009598	14954	14889	1.00	256	0.02	14633	0.98	0	5.78	5.00	60
NZ_CP009600	14954	14898	1.00	378	0.03	14520	0.97	0	5.96	6.00	81
NZ_CP009605	14954	14926	1.00	304	0.02	14622	0.98	0	6.01	6.00	79
NZ_CP009628	14954	14882	1.00	182	0.01	14700	0.98	0	5.97	5.00	151
NZ_CP009641	14954	14853	0.99	280	0.02	14573	0.97	0	5.97	5.00	80
NZ_CP009651	14954	14886	1.00	304	0.02	14582	0.98	0	5.91	5.00	98
NZ_CP009692	14954	14898	1.00	290	0.02	14608	0.98	0	6.06	6.00	148
NZ_CP009686	14954	14913	1.00	309	0.02	14604	0.98	0	6.05	5.00	70
NZ_CP009697	14954	14904	1.00	363	0.02	14541	0.97	0	5.89	6.00	37
NZ_CP009700	14954	14889	1.00	269	0.02	14620	0.98	0	5.82	5.00	46
NZ_CP009720	14954	14874	0.99	333	0.02	14541	0.97	0	5.76	5.00	80
NZ_CP009746	14954	14862	0.99	379	0.03	14483	0.97	0	5.79	6.00	142
NZ_CP009902	14954	14923	1.00	267	0.02	14656	0.98	0	6.00	6.00	59
NZ_CP009941	14954	14893	1.00	246	0.02	14647	0.98	0	6.04	5.00	98
NZ_CP009968	14954	14934	1.00	300	0.02	14634	0.98	0	6.06	6.00	60
NZ_CP009981	14954	14894	1.00	342	0.02	14552	0.97	0	5.65	5.00	69
NZ_CP010088	14954	14897	1.00	298	0.02	14599	0.98	0	6.07	6.00	92
NZ_CP010005	14954	14895	1.00	392	0.03	14503	0.97	0	5.76	5.00	77
NZ_CP010089	14954	14884	1.00	287	0.02	14597	0.98	0	6.08	5.00	63
NZ_CP010106	14954	14890	1.00	413	0.03	14477	0.97	0	5.85	5.00	87
NZ_CP010322	14954	14911	1.00	299	0.02	14612	0.98	0	5.92	6.00	60
NZ_CP010792	14954	14927	1.00	209	0.01	14718	0.98	0	5.91	6.00	49
NZ_CP010577	14954	14904	1.00	288	0.02	14616	0.98	0	6.03	5.00	88
NZ_CP010852	14954	14913	1.00	225	0.02	14688	0.98	0	5.77	5.00	83
NZ_CP012099	14954	14888	1.00	290	0.02	14598	0.98	0	5.93	5.00	97
NZ_CP012519	14954	14918	1.00	320	0.02	14598	0.98	0	5.80	5.00	57
NZ_CP012483	14954	14897	1.00	269	0.02	14628	0.98	0	6.02	6.00	70
NZ_CP011349	14954	14885	1.00	258	0.02	14627	0.98	0	5.92	5.00	62
NZ_CP013055	14954	14917	1.00	363	0.02	14554	0.97	0	5.76	5.00	84
NZ_CP013274	14954	14925	1.00	395	0.03	14530	0.97	0	5.84	5.00	95
NZ_CP014179	14954	14911	1.00	354	0.02	14557	0.97	0	5.95	6.00	63
NZ_CP007512	14954	14923	1.00	292	0.02	14631	0.98	0	5.96	6.00	75
