Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_009674	14954	14954	1.00	0	0.00	14954	1.00	2	58.61	55.00	429
NC_007530	14954	14954	1.00	0	0.00	14954	1.00	32	58.48	56.00	620
NC_012659	14954	14954	1.00	0	0.00	14954	1.00	29	59.18	56.00	592
NC_010184	14954	14954	1.00	0	0.00	14954	1.00	31	59.86	56.00	1549
NC_014335	14954	14954	1.00	0	0.00	14954	1.00	32	59.43	55.00	610
NC_005957	14954	14954	1.00	0	0.00	14954	1.00	33	59.38	56.00	784
NC_012472	14954	14954	1.00	0	0.00	14954	1.00	28	59.79	56.00	787
NC_005945	14954	14954	1.00	0	0.00	14954	1.00	34	58.86	56.00	607
NC_011969	14954	14954	1.00	0	0.00	14954	1.00	34	58.86	56.00	918
NC_011658	14954	14954	1.00	0	0.00	14954	1.00	32	59.30	56.00	1049
NC_012581	14954	14954	1.00	0	0.00	14954	1.00	27	58.68	56.00	581
NC_003997	14954	14954	1.00	0	0.00	14954	1.00	30	58.48	55.00	610
NC_003909	14954	14954	1.00	0	0.00	14954	1.00	21	59.04	55.00	1479
NC_011773	14954	14954	1.00	0	0.00	14954	1.00	33	59.31	56.00	654
NC_014171	14954	14954	1.00	0	0.00	14954	1.00	33	59.40	56.00	696
NC_006274	14954	14954	1.00	0	0.00	14954	1.00	29	58.59	55.00	715
NC_011725	14954	14954	1.00	0	0.00	14954	1.00	26	59.68	56.00	741
NC_008600	14954	14954	1.00	0	0.00	14954	1.00	29	59.73	56.00	756
NC_011772	14954	14954	1.00	0	0.00	14954	1.00	32	59.12	55.00	882
NC_004722	14954	14954	1.00	0	0.00	14954	1.00	33	59.25	55.00	761
NC_016771	14954	14954	1.00	0	0.00	14954	1.00	29	59.22	56.00	1117
NC_022781	14954	14954	1.00	0	0.00	14954	1.00	32	58.99	55.00	931
NC_016779	14954	14954	1.00	0	0.00	14954	1.00	34	59.49	56.00	661
NC_018491	14954	14954	1.00	0	0.00	14954	1.00	33	60.21	56.00	1130
NC_017729	14954	14954	1.00	0	0.00	14954	1.00	31	59.04	56.00	565
NC_017200	14954	14954	1.00	0	0.00	14954	1.00	31	59.22	56.00	1068
NZ_CP001970	14954	14954	1.00	0	0.00	14954	1.00	32	59.00	56.00	663
NZ_CP006742	14954	14954	1.00	0	0.00	14954	1.00	33	59.25	56.00	559
NZ_CP001974	14954	14954	1.00	0	0.00	14954	1.00	25	58.57	55.00	620
NC_018693	14954	14954	1.00	0	0.00	14954	1.00	32	57.99	56.00	1235
NC_017208	14954	14954	1.00	0	0.00	14954	1.00	31	58.78	55.00	822
NC_018877	14954	14954	1.00	0	0.00	14954	1.00	30	59.52	55.00	808
NC_020376	14954	14954	1.00	0	0.00	14954	1.00	31	58.67	56.00	811
NC_018508	14954	14954	1.00	0	0.00	14954	1.00	32	59.31	56.00	809
NZ_CP004858	14954	14954	1.00	0	0.00	14954	1.00	31	58.94	56.00	753
NC_020238	14954	14954	1.00	0	0.00	14954	1.00	31	58.65	55.00	699
NZ_CP004870	14954	14954	1.00	0	0.00	14954	1.00	29	58.25	55.00	781
NC_018500	14954	14954	1.00	0	0.00	14954	1.00	32	58.86	55.00	829
NZ_AP014864	14954	14954	1.00	0	0.00	14954	1.00	31	59.38	56.00	685
NC_022873	14954	14954	1.00	0	0.00	14954	1.00	32	58.37	55.00	851
NZ_CP007607	14954	14954	1.00	0	0.00	14954	1.00	34	59.83	56.00	792
NZ_CP007618	14954	14954	1.00	0	0.00	14954	1.00	29	58.45	55.00	620
NZ_CP007626	14954	14954	1.00	0	0.00	14954	1.00	28	58.93	55.00	1066
NZ_CP008846	14954	14954	1.00	0	0.00	14954	1.00	29	58.99	56.00	570
NZ_CP007666	14954	14954	1.00	0	0.00	14954	1.00	34	58.79	56.00	618
NZ_CP009315	14954	14954	1.00	0	0.00	14954	1.00	33	59.00	56.00	621
NZ_CP009325	14954	14954	1.00	0	0.00	14954	1.00	31	58.91	56.00	527
NZ_CP009328	14954	14954	1.00	0	0.00	14954	1.00	29	58.65	55.00	612
NZ_CP009318	14954	14954	1.00	0	0.00	14954	1.00	29	59.60	56.00	738
NZ_CP009341	14954	14954	1.00	0	0.00	14954	1.00	31	58.27	55.00	616
NZ_CP009300	14954	14954	1.00	0	0.00	14954	1.00	33	59.79	56.00	765
NZ_CP009331	14954	14954	1.00	0	0.00	14954	1.00	33	58.69	55.00	634
NZ_CP009335	14954	14954	1.00	0	0.00	14954	1.00	29	59.15	56.00	771
NZ_CP009369	14954	14954	1.00	0	0.00	14954	1.00	33	59.16	56.00	1002
NZ_CP009464	14954	14954	1.00	0	0.00	14954	1.00	26	58.76	56.00	646
NZ_CP009476	14954	14954	1.00	0	0.00	14954	1.00	29	59.05	56.00	595
NZ_CP009351	14954	14954	1.00	0	0.00	14954	1.00	28	59.05	55.00	753
NZ_CP009544	14954	14954	1.00	0	0.00	14954	1.00	30	58.83	56.00	545
NZ_CP009541	14954	14954	1.00	0	0.00	14954	1.00	32	58.79	56.00	582
NZ_CP009590	14954	14954	1.00	0	0.00	14954	1.00	26	59.50	56.00	996
NZ_CP009596	14954	14954	1.00	0	0.00	14954	1.00	29	59.74	56.00	707
NZ_CP009598	14954	14954	1.00	1	0.00	14953	1.00	1	58.60	55.00	623
NZ_CP009600	14954	14954	1.00	0	0.00	14954	1.00	33	59.62	56.00	776
NZ_CP009605	14954	14954	1.00	0	0.00	14954	1.00	31	59.18	56.00	700
NZ_CP009628	14954	14954	1.00	0	0.00	14954	1.00	34	59.47	55.00	1243
NZ_CP009651	14954	14954	1.00	0	0.00	14954	1.00	32	59.42	56.00	1060
NZ_CP009720	14954	14954	1.00	0	0.00	14954	1.00	30	59.26	56.00	753
NZ_CP009697	14954	14954	1.00	0	0.00	14954	1.00	31	58.71	56.00	395
NZ_CP009700	14954	14954	1.00	0	0.00	14954	1.00	31	58.76	56.00	579
NZ_CP009686	14954	14954	1.00	0	0.00	14954	1.00	34	59.87	56.00	780
NZ_CP009641	14954	14954	1.00	0	0.00	14954	1.00	31	59.86	56.00	770
NZ_CP009692	14954	14954	1.00	0	0.00	14954	1.00	29	59.55	55.00	1401
NZ_CP009968	14954	14954	1.00	0	0.00	14954	1.00	33	59.46	56.00	733
NZ_CP010088	14954	14954	1.00	0	0.00	14954	1.00	34	59.19	56.00	808
NZ_CP009981	14954	14954	1.00	0	0.00	14954	1.00	31	58.67	56.00	665
NZ_CP009902	14954	14954	1.00	0	0.00	14954	1.00	30	59.42	56.00	568
NZ_CP009746	14954	14954	1.00	0	0.00	14954	1.00	32	58.00	56.00	1458
NZ_CP009941	14954	14954	1.00	0	0.00	14954	1.00	32	59.94	56.00	1013
NZ_CP010005	14954	14954	1.00	0	0.00	14954	1.00	32	58.80	55.00	743
NZ_CP010089	14954	14954	1.00	0	0.00	14954	1.00	32	60.55	56.00	675
NZ_CP010106	14954	14954	1.00	0	0.00	14954	1.00	28	59.27	56.00	725
NZ_CP010322	14954	14954	1.00	0	0.00	14954	1.00	31	58.37	56.00	612
NZ_CP010792	14954	14954	1.00	0	0.00	14954	1.00	28	58.47	55.00	632
NZ_CP010852	14954	14954	1.00	0	0.00	14954	1.00	23	59.04	56.00	673
NZ_CP012519	14954	14954	1.00	0	0.00	14954	1.00	19	58.95	56.00	601
NZ_CP010577	14954	14954	1.00	0	0.00	14954	1.00	32	60.61	56.00	822
NZ_CP012099	14954	14954	1.00	0	0.00	14954	1.00	33	59.70	56.00	1005
NZ_CP014179	14954	14954	1.00	0	0.00	14954	1.00	30	58.78	56.00	619
NZ_CP012483	14954	14954	1.00	0	0.00	14954	1.00	25	58.99	56.00	605
NZ_CP013274	14954	14954	1.00	0	0.00	14954	1.00	29	59.40	56.00	815
NZ_CP013055	14954	14954	1.00	0	0.00	14954	1.00	32	58.59	55.00	752
NZ_CP011349	14954	14954	1.00	0	0.00	14954	1.00	34	59.58	56.00	728
NZ_CP007512	14954	14954	1.00	0	0.00	14954	1.00	31	59.31	56.00	721
