Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_009674	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NC_007530	1790	1790	1.00	0	0.00	1790	1.00	13	27.89	28.00	47
NC_012659	1790	1790	1.00	0	0.00	1790	1.00	12	27.64	28.00	45
NC_012581	1790	1672	0.93	5	0.00	1667	0.93	0	25.94	27.00	46
NC_011969	1790	41	0.02	39	0.95	2	0.00	0	0.02	0.00	2
NC_014335	1790	93	0.05	86	0.92	7	0.00	0	0.06	0.00	2
NC_012472	1790	86	0.05	83	0.97	3	0.00	0	0.05	0.00	2
NC_008600	1790	88	0.05	87	0.99	1	0.00	0	0.05	0.00	2
NC_010184	1790	11	0.01	10	0.91	1	0.00	0	0.01	0.00	2
NC_005945	1790	1756	0.98	2	0.00	1754	0.98	0	27.28	28.00	46
NC_005957	1790	93	0.05	93	1.00	0	0.00	0	0.05	0.00	1
NC_006274	1790	56	0.03	53	0.95	3	0.00	0	0.03	0.00	2
NC_003909	1790	41	0.02	38	0.93	3	0.00	0	0.02	0.00	2
NC_011658	1790	35	0.02	34	0.97	1	0.00	0	0.02	0.00	2
NC_003997	1790	1790	1.00	0	0.00	1790	1.00	11	27.77	27.00	48
NC_011725	1790	18	0.01	17	0.94	1	0.00	0	0.01	0.00	2
NC_014171	1790	21	0.01	20	0.95	1	0.00	0	0.01	0.00	2
NC_011773	1790	91	0.05	86	0.95	5	0.00	0	0.05	0.00	2
NC_011772	1790	12	0.01	12	1.00	0	0.00	0	0.01	0.00	1
NC_004722	1790	14	0.01	13	0.93	1	0.00	0	0.01	0.00	2
NC_016771	1790	45	0.03	43	0.96	2	0.00	0	0.03	0.00	2
NC_022781	1790	10	0.01	10	1.00	0	0.00	0	0.01	0.00	1
NC_016779	1790	76	0.04	73	0.96	3	0.00	0	0.04	0.00	2
NC_018491	1790	35	0.02	35	1.00	0	0.00	0	0.02	0.00	1
