Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_009674	14954	6151	0.41	4440	0.72	1711	0.11	0	0.59	0.00	9
NC_003997	14954	6453	0.43	4442	0.69	2011	0.13	0	0.59	0.00	7
NC_005945	14954	6377	0.43	4528	0.71	1849	0.12	0	0.58	0.00	6
NC_012659	14954	5831	0.39	4218	0.72	1613	0.11	0	0.52	0.00	4
NC_011969	14954	5962	0.40	4389	0.74	1573	0.11	0	0.53	0.00	8
NC_011658	14954	6588	0.44	4457	0.68	2131	0.14	0	0.62	0.00	14
NC_010184	14954	6940	0.46	5264	0.76	1676	0.11	0	0.61	0.00	26
NC_006274	14954	6657	0.45	5182	0.78	1475	0.10	0	0.57	0.00	6
NC_012472	14954	6158	0.41	4790	0.78	1368	0.09	0	0.53	0.00	10
NC_014335	14954	6851	0.46	4844	0.71	2007	0.13	0	0.64	0.00	7
NC_012581	14954	7137	0.48	5189	0.73	1948	0.13	0	0.64	0.00	9
NC_003909	14954	6149	0.41	4548	0.74	1601	0.11	0	0.55	0.00	21
NC_007530	14954	6477	0.43	4742	0.73	1735	0.12	0	0.58	0.00	10
NC_005957	14954	6665	0.45	4487	0.67	2178	0.15	0	0.66	0.00	12
NC_008600	14954	6101	0.41	4497	0.74	1604	0.11	0	0.54	0.00	11
NC_011773	14954	6426	0.43	4695	0.73	1731	0.12	0	0.58	0.00	5
NC_011725	14954	7419	0.50	5296	0.71	2123	0.14	0	0.69	0.00	6
NC_014171	14954	6470	0.43	4636	0.72	1834	0.12	0	0.59	0.00	14
NC_004722	14954	6795	0.45	4936	0.73	1859	0.12	0	0.62	0.00	11
NC_011772	14954	7027	0.47	5077	0.72	1950	0.13	0	0.65	0.00	9
NC_016771	14954	6177	0.41	4493	0.73	1684	0.11	0	0.56	0.00	11
NC_016779	14954	6709	0.45	4731	0.71	1978	0.13	0	0.61	0.00	8
NC_017729	14954	6552	0.44	5100	0.78	1452	0.10	0	0.56	0.00	6
NC_017200	14954	6425	0.43	4616	0.72	1809	0.12	0	0.59	0.00	11
NC_017208	14954	6940	0.46	5219	0.75	1721	0.12	0	0.61	0.00	8
NC_018491	14954	6400	0.43	4443	0.69	1957	0.13	0	0.60	0.00	15
NC_018693	14954	6494	0.43	4806	0.74	1688	0.11	0	0.58	0.00	15
NC_018877	14954	6224	0.42	4671	0.75	1553	0.10	0	0.56	0.00	15
NC_018508	14954	6308	0.42	4647	0.74	1661	0.11	0	0.57	0.00	8
NC_020238	14954	6678	0.45	4957	0.74	1721	0.12	0	0.60	0.00	7
NC_018500	14954	6782	0.45	4913	0.72	1869	0.12	0	0.61	0.00	9
NC_022781	14954	6406	0.43	4819	0.75	1587	0.11	0	0.59	0.00	9
NC_020376	14954	6325	0.42	4617	0.73	1708	0.11	0	0.58	0.00	9
NZ_CP001974	14954	6895	0.46	5176	0.75	1719	0.11	0	0.62	0.00	8
NZ_CP001970	14954	6768	0.45	4893	0.72	1875	0.13	0	0.63	0.00	7
NZ_CP004858	14954	6831	0.46	4909	0.72	1922	0.13	0	0.63	0.00	10
NZ_AP014864	14954	6426	0.43	4493	0.70	1933	0.13	0	0.60	0.00	8
NC_022873	14954	6889	0.46	5346	0.78	1543	0.10	0	0.58	0.00	12
NZ_CP004870	14954	5926	0.40	4468	0.75	1458	0.10	0	0.52	0.00	7
NZ_CP006742	14954	6444	0.43	4745	0.74	1699	0.11	0	0.58	0.00	6
NZ_CP007607	14954	6615	0.44	4702	0.71	1913	0.13	0	0.61	0.00	6
NZ_CP007618	14954	6396	0.43	4822	0.75	1574	0.11	0	0.56	0.00	6
NZ_CP007626	14954	6342	0.42	4550	0.72	1792	0.12	0	0.60	0.00	10
NZ_CP007666	14954	6534	0.44	4843	0.74	1691	0.11	0	0.58	0.00	6
NZ_CP008846	14954	6728	0.45	4750	0.71	1978	0.13	0	0.63	0.00	12
NZ_CP009315	14954	6415	0.43	4616	0.72	1799	0.12	0	0.58	0.00	6
NZ_CP009300	14954	6825	0.46	4996	0.73	1829	0.12	0	0.62	0.00	7
NZ_CP009318	14954	7396	0.49	5166	0.70	2230	0.15	0	0.67	0.00	10
NZ_CP009325	14954	6486	0.43	4652	0.72	1834	0.12	0	0.59	0.00	5
NZ_CP009328	14954	6720	0.45	4892	0.73	1828	0.12	0	0.61	0.00	6
NZ_CP009331	14954	6768	0.45	4819	0.71	1949	0.13	0	0.62	0.00	12
NZ_CP009335	14954	6534	0.44	4691	0.72	1843	0.12	0	0.60	0.00	10
NZ_CP009341	14954	6335	0.42	4557	0.72	1778	0.12	0	0.58	0.00	6
NZ_CP009351	14954	6777	0.45	5002	0.74	1775	0.12	0	0.60	0.00	10
NZ_CP009369	14954	7293	0.49	5099	0.70	2194	0.15	0	0.68	0.00	11
NZ_CP009464	14954	6516	0.44	4800	0.74	1716	0.11	0	0.59	0.00	10
NZ_CP009476	14954	6559	0.44	5066	0.77	1493	0.10	0	0.57	0.00	9
NZ_CP009541	14954	6567	0.44	4676	0.71	1891	0.13	0	0.60	0.0NZ_CP009686	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009692	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009697	1790	591	0.33	447	0.76	144	0.08	0	0.43	0.00	5
NZ_CP009720	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009700	1790	629	0.35	459	0.73	170	0.09	0	0.47	0.00	4
NZ_CP009746	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009941	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009902	1790	526	0.29	383	0.73	143	0.08	0	0.39	0.00	4
NZ_CP009968	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009981	1790	774	0.43	598	0.77	176	0.10	0	0.55	0.00	5
NZ_CP010005	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010088	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010089	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010106	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010322	1790	730	0.41	550	0.75	180	0.10	0	0.53	0.00	4
NZ_CP010577	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010792	1790	787	0.44	599	0.76	188	0.11	0	0.57	0.00	4
NZ_CP010852	1790	721	0.40	553	0.77	168	0.09	0	0.52	0.00	5
NZ_CP012099	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
