Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_009674	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_012659	1790	1790	1.00	0	0.00	1790	1.00	4	13.77	14.00	33
NC_014335	1790	38	0.02	37	0.97	1	0.00	0	0.02	0.00	2
NC_005957	1790	33	0.02	33	1.00	0	0.00	0	0.02	0.00	1
NC_007530	1790	1790	1.00	0	0.00	1790	1.00	2	13.90	14.00	27
NC_011969	1790	16	0.01	16	1.00	0	0.00	0	0.01	0.00	1
NC_003997	1790	1790	1.00	0	0.00	1790	1.00	3	13.90	14.00	25
NC_012472	1790	43	0.02	42	0.98	1	0.00	0	0.02	0.00	2
NC_010184	1790	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NC_012581	1790	1673	0.93	6	0.00	1667	0.93	0	12.98	13.00	27
NC_008600	1790	37	0.02	36	0.97	1	0.00	0	0.02	0.00	2
NC_003909	1790	15	0.01	14	0.93	1	0.00	0	0.01	0.00	2
NC_011658	1790	20	0.01	20	1.00	0	0.00	0	0.01	0.00	1
NC_011773	1790	64	0.04	61	0.95	3	0.00	0	0.04	0.00	2
NC_006274	1790	39	0.02	37	0.95	2	0.00	0	0.02	0.00	2
NC_004722	1790	6	0.00	4	0.67	2	0.00	0	0.00	0.00	2
NC_014171	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NC_005945	1790	1757	0.98	3	0.00	1754	0.98	0	13.61	14.00	27
NC_011772	1790	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NC_011725	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NC_016771	1790	26	0.01	26	1.00	0	0.00	0	0.01	0.00	1
NC_016779	1790	40	0.02	40	1.00	0	0.00	0	0.02	0.00	1
NC_018491	1790	21	0.01	21	1.00	0	0.00	0	0.01	0.00	1
NC_017729	1790	1666	0.93	4	0.00	1662	0.93	0	12.85	13.00	29
NC_022781	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NC_017200	1790	19	0.01	17	0.89	2	0.00	0	0.01	0.00	2
NC_018693	1790	8	0.00	7	0.88	1	0.00	0	0.01	0.00	2
NC_017208	1790	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NC_018508	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NC_020376	1790	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NC_018877	1790	16	0.01	16	1.00	0	0.00	0	0.01	0.00	1
NZ_CP001970	1790	1755	0.98	1	0.00	1754	0.98	0	13.60	14.00	28
NC_020238	1790	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NZ_CP001974	1790	1757	0.98	4	0.00	1753	0.98	0	13.84	14.00	29
NC_018500	1790	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NZ_CP004858	1790	12	0.01	12	1.00	0	0.00	0	0.01	0.00	1
NZ_CP006742	1790	1480	0.83	12	0.01	1468	0.82	0	11.38	13.00	27
NZ_CP004870	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NZ_AP014864	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NC_022873	1790	10	0.01	9	0.90	1	0.00	0	0.01	0.00	2
NZ_CP007607	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007618	1790	1188	0.66	18	0.02	1170	0.65	0	9.20	11.00	28
NZ_CP007626	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP007666	1790	1672	0.93	4	0.00	1668	0.93	0	13.01	13.00	26
NZ_CP008846	1790	1480	0.83	11	0.01	1469	0.82	0	11.36	13.00	30
NZ_CP009315	1790	1678	0.94	4	0.00	1674	0.94	0	12.97	13.00	27
NZ_CP009300	1790	37	0.02	37	1.00	0	0.00	0	0.02	0.00	1
NZ_CP009318	1790	33	0.02	33	1.00	0	0.00	0	0.02	0.00	1
NZ_CP009325	1790	1676	0.94	4	0.00	1672	0.93	0	13.11	14.00	29
NZ_CP009328	1790	1672	0.93	4	0.00	1668	0.93	0	12.88	13.00	29
NZ_CP009341	1790	1710	0.96	8	0.00	1702	0.95	0	13.21	13.00	27
NZ_CP009335	1790	36	0.02	35	0.97	1	0.00	0	0.02	0.00	2
NZ_CP009331	1790	1654	0.92	1	0.00	1653	0.92	0	12.94	13.00	33
NZ_CP009351	1790	7	0.00	7	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009369	1790	21	0.01	21	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009464	1790	1671	0.93	3	0.00	1668	0.93	0	12.94	13.00	27
NZ_CP009476	1790	1676	0.94	7	0.00	1669	0.93	0	12.88	13.00	26
NZ_CP009541	1790	1756	0.98	0	0.00	1756	0.98	0	13.55	14.00	28
NZ_CP009544	1790	1702	0.95	2	0.00	1700	0.95	0	13.15	13.00	31
NZ_CP009590	1790	20	0.01	17	0.85	3	0.00	0	0.01	0.00	2
NZ_CP009596	1790	41	0.02	40	0.98	1	0.00	0	0.02	0.00	2
NZ_CP009598	1790	1705	0.95	4	0.00	1701	0.95	0	13.15	14.00	27
NZ_CP009600	1790	38	0.02	38	1.00	0	0.00	0	0.02	0.00	1
NZ_CP009605	1790	42	0.02	42	1.00	0	0.00	0	0.02	0.00	1
NZ_CP009628	1790	25	0.01	24	0.96	1	0.00	0	0.01	0.00	2
NZ_CP009641	1790	44	0.02	43	0.98	1	0.00	0	0.03	0.00	2
NZ_CP009651	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009692	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009697	1790	1485	0.83	10	0.01	1475	0.82	0	11.49	13.00	33
NZ_CP009686	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009700	1790	1479	0.83	11	0.01	1468	0.82	0	11.16	12.00	28
NZ_CP009720	1790	47	0.03	47	1.00	0	0.00	0	0.03	0.00	1
NZ_CP009746	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009902	1790	1190	0.66	19	0.02	1171	0.65	0	9.05	11.00	29
NZ_CP009941	1790	19	0.01	19	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009968	1790	37	0.02	35	0.95	2	0.00	0	0.02	0.00	2
NZ_CP009981	1790	1790	1.00	0	0.00	1790	1.00	4	14.00	14.00	26
NZ_CP010088	1790	42	0.02	42	1.00	0	0.00	0	0.02	0.00	1
NZ_CP010005	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NZ_CP010089	1790	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010106	1790	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010322	1790	1680	0.94	6	0.00	1674	0.94	0	12.81	13.00	28
NZ_CP010792	1790	1790	1.00	0	0.00	1790	1.00	4	13.65	14.00	28
NZ_CP010852	1790	1663	0.93	2	0.00	1661	0.93	0	12.78	13.00	26
NZ_CP010577	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NZ_CP012099	1790	8	0.00	7	0.88	1	0.00	0	0.01	0.00	2
NZ_CP012519	1790	1681	0.94	4	0.00	1677	0.94	0	13.03	13.00	27
NZ_CP012483	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
