Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_009674	14954	13821	0.92	2554	0.18	11267	0.75	0	2.92	3.00	22
NC_012581	14954	13954	0.93	2468	0.18	11486	0.77	0	2.86	3.00	34
NC_006274	14954	14031	0.94	2327	0.17	11704	0.78	0	2.99	3.00	41
NC_007530	14954	14087	0.94	2268	0.16	11819	0.79	0	3.02	3.00	33
NC_003997	14954	13900	0.93	2637	0.19	11263	0.75	0	2.93	3.00	32
NC_011969	14954	14048	0.94	2493	0.18	11555	0.77	0	2.92	3.00	47
NC_011773	14954	14123	0.94	2541	0.18	11582	0.77	0	2.96	3.00	32
NC_005945	14954	13882	0.93	2647	0.19	11235	0.75	0	2.81	3.00	24
NC_012659	14954	14004	0.94	2502	0.18	11502	0.77	0	2.96	3.00	33
NC_005957	14954	14212	0.95	2391	0.17	11821	0.79	0	3.02	3.00	35
NC_014335	14954	14146	0.95	2680	0.19	11466	0.77	0	2.90	3.00	32
NC_011725	14954	14043	0.94	2623	0.19	11420	0.76	0	2.97	3.00	37
NC_008600	14954	13954	0.93	2723	0.20	11231	0.75	0	2.90	3.00	38
NC_010184	14954	14125	0.94	2319	0.16	11806	0.79	0	3.04	3.00	93
NC_004722	14954	13971	0.93	2554	0.18	11417	0.76	0	2.99	3.00	32
NC_012472	14954	14159	0.95	2478	0.18	11681	0.78	0	2.93	3.00	47
NC_011772	14954	14122	0.94	2549	0.18	11NC_016771	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NC_016779	1790	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NC_017729	1790	1554	0.87	317	0.20	1237	0.69	0	2.50	2.00	10
NC_017200	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NC_018491	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NC_017208	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_018693	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_018877	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_022781	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_018508	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_020238	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_018500	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_020376	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP001970	1790	1658	0.93	267	0.16	1391	0.78	0	2.74	3.00	10
NZ_CP001974	1790	1659	0.93	299	0.18	1360	0.76	0	2.73	3.00	10
NZ_CP004858	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_AP014864	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_022873	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP004870	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP006742	1790	1365	0.76	245	0.18	1120	0.63	0	2.29	2.00	11
NZ_CP007607	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007618	1790	1115	0.62	186	0.17	929	0.52	0	1.89	2.00	9
NZ_CP007626	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007666	1790	1564	0.87	272	0.17	1292	0.72	0	2.64	3.00	9
NZ_CP008846	1790	1370	0.77	238	0.17	1132	0.63	0	2.28	2.00	9
NZ_CP009315	1790	1577	0.88	315	0.20	1262	0.71	0	2.63	2.00	9
NZ_CP009300	1790	10	0.01	10	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009318	1790	7	0.00	7	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009325	1790	1575	0.88	237	0.15	1338	0.75	0	2.67	3.00	9
NZ_CP009328	1790	1559	0.87	297	0.19	1262	0.71	0	2.55	2.00	9
NZ_CP009331	1790	1540	0.86	295	0.19	1245	0.70	0	2.57	2.00	9
NZ_CP009335	1790	10	0.01	10	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009341	1790	1593	0.89	295	0.19	1298	0.73	0	2.62	2.00	11
NZ_CP009351	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009369	1790	7	0.00	7	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009464	1790	1578	0.88	287	0.18	1291	0.72	0	2.61	3.00	9
NZ_CP009476	1790	1557	0.87	274	0.18	1283	0.72	0	2.57	2.00	9
NZ_CP009541	1790	1635	0.91	311	0.19	1324	0.74	0	2.68	3.00	9
NZ_CP009544	1790	1593	0.89	278	0.17	1315	0.73	0	2.64	3.00	11
NZ_CP009590	1790	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009596	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009598	1790	1602	0.89	290	0.18	1312	0.73	0	2.63	2.00	10
NZ_CP009600	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009605	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009628	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009641	1790	10	0.01	10	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009651	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009692	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009686	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009697	1790	1382	0.77	251	0.18	1131	0.63	0	2.31	2.00	11
NZ_CP009720	1790	7	0.00	7	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009700	1790	1384	0.77	260	0.19	1124	0.63	0	2.29	2.00	10
NZ_CP009746	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009941	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009902	1790	1113	0.62	215	0.19	898	0.50	0	1.84	2.00	9
NZ_CP009968	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009981	1790	1690	0.94	282	0.17	1408	0.79	0	2.92	3.00	11
NZ_CP010005	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010088	1790	13	0.01	13	1.00	0	0.00	0	0.01	0.00	1
NZ_CP010089	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010106	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010322	1790	1573	0.88	311	0.20	1262	0.71	0	2.57	2.00	10
NZ_CP010577	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010792	1790	1693	0.95	293	0.17	1400	0.78	0	2.90	3.00	10
NZ_CP010852	1790	1563	0.87	302	0.19	1261	0.70	0	2.60	2.00	9
NZ_CP012099	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP012519	1790	1568	0.88	292	0.19	1276	0.71	0	2.54	2.00	10
NZ_CP012483	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011349	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP013055	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP013274	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP014179	1790	1655	0.92	355	0.21	1300	0.73	0	2.67	2.00	9
NZ_CP007512	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
1241	0.75	0	2.88	3.00	26
NZ_CP010089	14954	13934	0.93	2895	0.21	11039	0.74	0	2.94	3.00	44
NZ_CP010106	14954	14253	0.95	2641	0.19	11612	0.78	0	2.97	3.00	39
NZ_CP010322	14954	14149	0.95	2595	0.18	11554	0.77	0	2.97	3.00	35
NZ_CP010577	14954	14302	0.96	2336	0.16	11966	0.80	0	3.06	3.00	42
NZ_CP010792	14954	14002	0.94	2259	0.16	11743	0.79	0	2.95	3.00	25
NZ_CP010852	14954	14048	0.94	2592	0.18	11456	0.77	0	2.90	3.00	30
NZ_CP012099	14954	14082	0.94	2543	0.18	11539	0.77	0	3.05	3.00	45
NZ_CP012519	14954	14031	0.94	2757	0.20	11274	0.75	0	2.94	3.00	30
NZ_CP012483	14954	13900	0.93	2492	0.18	11408	0.76	0	2.97	3.00	25
NZ_CP011349	14954	13966	0.93	2545	0.18	11421	0.76	0	2.91	3.00	33
NZ_CP013055	14954	14114	0.94	2337	0.17	11777	0.79	0	3.09	3.00	28
NZ_CP013274	14954	14134	0.95	2827	0.20	11307	0.76	0	2.85	3.00	48
NZ_CP014179	14954	14210	0.95	2303	0.16	11907	0.80	0	3.02	3.00	31
NZ_CP007512	14954	14155	0.95	2573	0.18	11582	0.77	0	2.99	3.00	33
