Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_009674	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_012581	1790	1529	0.85	280	0.18	1249	0.70	0	2.52	2.00	10
NC_006274	1790	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NC_007530	1790	1692	0.95	305	0.18	1387	0.77	0	2.72	3.00	10
NC_003997	1790	1691	0.94	302	0.18	1389	0.78	0	2.84	3.00	10
NC_011969	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NC_011773	1790	14	0.01	14	1.00	0	0.00	0	0.01	0.00	1
NC_005945	1790	1640	0.92	320	0.20	1320	0.74	0	2.70	3.00	10
NC_012659	1790	1682	0.94	293	0.17	1389	0.78	0	2.77	3.00	12
NC_005957	1790	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NC_014335	1790	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NC_011725	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_008600	1790	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NC_010184	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_004722	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_012472	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NC_011772	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_003909	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_011658	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NC_014171	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NC_016771	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NC_016779	1790	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NC_017729	1790	1554	0.87	317	0.20	1237	0.69	0	2.50	2.00	10
NC_017200	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NC_018491	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NC_017208	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_018693	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_018877	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_022781	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_018508	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_020238	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_018500	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_020376	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP001970	1790	1658	0.93	267	0.16	1391	0.78	0	2.74	3.00	10
NZ_CP001974	1790	1659	0.93	299	0.18	1360	0.76	0	2.73	3.00	10
NZ_CP004858	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_AP014864	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_022873	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP004870	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP006742	1790	1365	0.76	245	0.18	1120	0.63	0	2.29	2.00	11
NZ_CP007607	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007618	1790	1115	0.62	186	0.17	929	0.52	0	1.89	2.00	9
NZ_CP007626	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP007666	1790	1564	0.87	272	0.17	1292	0.72	0	2.64	3.00	9
NZ_CP008846	1790	1370	0.77	238	0.17	1132	0.63	0	2.28	2.00	9
NZ_CP009315	1790	1577	0.88	315	0.20	1262	0.71	0	2.63	2.00	9
NZ_CP009300	1790	10	0.01	10	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009318	1790	7	0.00	7	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009325	1790	1575	0.88	237	0.15	1338	0.75	0	2.67	3.00	9
NZ_CP009328	1790	1559	0.87	297	0.19	1262	0.71	0	2.55	2.00	9
NZ_CP009331	1790	1540	0.86	295	0.19	1245	0.70	0	2.57	2.00	9
NZ_CP009335	1790	10	0.01	10	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009341	1790	1593	0.89	295	0.19	1298	0.73	0	2.62	2.00	11
NZ_CP009351	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009369	1790	7	0.00	7	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009464	1790	1578	0.88	287	0.18	1291	0.72	0	2.61	3.00	9
NZ_CP009476	1790	1557	0.87	274	0.18	1283	0.72	0	2.57	2.00	9
NZ_CP009541	1790	1635	0.91	311	0.19	1324	0.74	0	2.68	3.00	9
NZ_CP009544	1790	1593	0.89	278	0.17	1315	0.73	0	2.64	3.00	11
NZ_CP009590	1790	6	0.00	6	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009596	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009598	1790	1602	0.89	290	0.18	1312	0.73	0	2.63	2.00	10
NZ_CP009600	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009605	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009628	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009641	1790	10	0.01	10	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009651	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009692	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009686	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009697	1790	1382	0.77	251	0.18	1131	0.63	0	2.31	2.00	11
NZ_CP009720	1790	7	0.00	7	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009700	1790	1384	0.77	260	0.19	1124	0.63	0	2.29	2.00	10
NZ_CP009746	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009941	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009902	1790	1113	0.62	215	0.19	898	0.50	0	1.84	2.00	9
NZ_CP009968	1790	5	0.00	5	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009981	1790	1690	0.94	282	0.17	1408	0.79	0	2.92	3.00	11
NZ_CP010005	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010088	1790	13	0.01	13	1.00	0	0.00	0	0.01	0.00	1
NZ_CP010089	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010106	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
