Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_009674	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_011658	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_014335	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_005957	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NC_007530	1790	429	0.24	372	0.87	57	0.03	0	0.28	0.00	4
NC_011969	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_008600	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_005945	1790	407	0.23	347	0.85	60	0.03	0	0.26	0.00	3
NC_012659	1790	422	0.24	350	0.83	72	0.04	0	0.28	0.00	3
NC_012472	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NC_010184	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_003997	1790	468	0.26	390	0.83	78	0.04	0	0.31	0.00	3
NC_004722	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_006274	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_003909	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_012581	1790	424	0.24	382	0.90	42	0.02	0	0.26	0.00	5
NC_014171	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_011725	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_011773	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_011772	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_016771	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_016779	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NC_017729	1790	404	0.23	345	0.85	59	0.03	0	0.26	0.00	3
NC_017200	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_017208	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_018491	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NC_018500	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_018693	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_018877	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_018508	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_020238	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_020376	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_022781	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP001970	1790	446	0.25	391	0.88	55	0.03	0	0.28	0.00	3
NZ_CP001974	1790	432	0.24	382	0.88	50	0.03	0	0.27	0.00	3
NZ_CP004858	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_AP014864	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NC_022873	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP004870	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP006742	1790	349	0.19	305	0.87	44	0.02	0	0.22	0.00	3
NZ_CP007607	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP007618	1790	267	0.15	235	0.88	32	0.02	0	0.17	0.00	3
NZ_CP007626	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP007666	1790	423	0.24	369	0.87	54	0.03	0	0.27	0.00	3
NZ_CP008846	1790	371	0.21	337	0.91	34	0.02	0	0.23	0.00	3
NZ_CP009300	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009315	1790	417	0.23	358	0.86	59	0.03	0	0.27	0.00	3
NZ_CP009318	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009325	1790	402	0.22	350	0.87	52	0.03	0	0.26	0.00	3
NZ_CP009328	1790	391	0.22	348	0.89	43	0.02	0	0.24	0.00	3
NZ_CP009331	1790	391	0.22	334	0.85	57	0.03	0	0.25	0.00	3
NZ_CP009335	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009341	1790	459	0.26	396	0.86	63	0.04	0	0.30	0.00	4
NZ_CP009351	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009369	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009464	1790	410	0.23	340	0.83	70	0.04	0	0.27	0.00	3
NZ_CP009476	1790	401	0.22	350	0.87	51	0.03	0	0.25	0.00	3
